Company Name,Key ID,Address Line 1,City,Phone,URL,Revenue (As Reported),Employees,Match Status,CRM Company Name,CRM Group ID,CRM Company ID
Mohamed Abdulrahman Al Bahar Company L.L.C. - Abu Dhabi,42385789,PO Box 441,Abu Dhabi,971-02 5554200,http://www.albahar.com,,,not matched=0,,,
Eads,92460901,P.O. Box 72186,Abu Dhabi,26812878,http://www.eads.com,,,not matched=0,,,
Cosmo Oil Company Limited,92460807,Almasaood Bldg Hamdan Bin Mohammed St,Abu Dhabi,,http://www.cosmo-oil.co.jp,,,low=47,cosmos real estate,968842,3035667
Kotak Mahindra International Ltd,111088154,"KHALIFA BIN ZAYED STREET,",Abu Dhabi,971-2-6229042,http://www.kotak.com/,,,not matched=0,,,
RSK Environment L.L.C.,107936501,PO Box 46112,Abu Dhabi,971-02 6118500,http://www.rsk.co.uk,,,low=62,Bauer Environment,1426746,3375678
Khidmah LLC,137702353,"Mazyad Mall Tower 3, 10th Floor",Abu Dhabi,971-2-4080888,http://www.khidmah.com,,,not matched=0,,,
Abu Dhabi Securities Exchange,111192785,"Al Ghaith Tower, Ground and 1st Floor",Abu Dhabi,971-2-6277777,http://www.adx.ae,,,high=91,Abu Dhabi Securities Exchange (ADX),1515000,3471582
Bank Saderat Iran - Abu Dhabi,42385798,"PO Box 700, Hamdan St.",Abu Dhabi,971-02 6225155,http://www.banksaderat.ae,,,not matched=0,,,
Tamas Project Company L L C,120011297,Po Box 46447,Abu Dhabi,6266277,http://www.tamaspro.com,35000000.0,,low=63,Tamas Projects,357947,91393
MarCap LLC.,92500573,PO Box 30175,Abu Dhabi,971-02 6225100,http://www.marcap.ae,,,low=52,MARCAP L.L.C,211220,26836
Noble Denton and Associates WLL,48871575,PO Box 27510,Abu Dhabi,971-02 6440739,http://www.nobledenton.com,,,low=59,Nonweiler Associates,1452552,3424584
Bin Jabr Group Limited,111192630,Bin Jabr Group Limited Building,Abu Dhabi,971-2-6419660,http://www.binjabr.com/,,,high=78,Bin Jabr Group,417050,60447
New Medical Centre Group-Dubai,138774656,"PO Box 6222, Al Quoz",Abu Dhabi,971-02 6332255,http://www.nmcgroup.net,,,medium=71,New Medical Center Specialty Hospital Dubai,224681,80227
Al Jaber Aluminum Extrusion L.L.C.,123156930,,Abu Dhabi,971-25553707,,,,low=58,Al Jaber Group LLC,21232,89867
Al Jaber Building L.L.C.,124718381,Sector 6 & 7 St,Abu Dhabi,971-25554376,http://www.aljaber.com,,,low=69,Al Qabdah Building Contracting L.L.C.,1416473,3116338
UAE Sponsorship Centre,124754435,,Abu Dhabi,971-26334383,http://www.nmc.ae/04_business_sectors/03_financial_services/uae_sponsorship.htm,,,low=50,UAE University,205973,29451
Al Batin Business Centre L.L.C.,139495145,C6 Tower First Floor Bainuna St 34,Abu Dhabi,971-2-406-9444,,,,low=69,Arabic Business Center- ABC,1569563,3488202
Al Ain Capital LLC,127706357,6th Floor Al Ain Tower,Abu Dhabi,971-2-6515555,,,,medium=73,Al Ain Hospital,1073046,3383663
Emirates Business Group L.L.C.,126201414,Po Box 45662,Abu Dhabi,26658844,,,,low=67,Emirates Advanced Investments Group LLC,306786,82562
John Buck International,111088145,"Al Wifaq Finance Building, 8th Floor",Abu Dhabi,,,,,high=100,John Buck International,943341,612698
Amana Steel Building Contracting LLC,111087957,5643,Abu Dhabi,971-2-6428383,http://www.amanabuildings.com/,,,low=53,Consolidation Steel Construction,859801,611033
Business Communications LLC,122787992,PO Box 2354,Abu Dhabi,971-2 6348495,http://www.bcluae.com,,,medium=71,KBS Communications,1668488,3485577
New Medical Centre Trading L.L.C,98409054,Po Box 6222,Abu Dhabi,26332255,http://www.nmcgroup.net,900000000.0,,low=63,Life Medical Centre,422552,31645
Methaq Takaful Insurance Co,99262216,Building C54,Abu Dhabi,971-2-6565333,http://www.methaq.ae,284484800.0,,low=50,Takaful Funds,1593049,3483027
Arab Banking Corporation BSC,46490317,PO Box 6689,Abu Dhabi,971-02 6447666,http://www.arabbanking.com,,,low=54,Arab Trade Financing Program,414099,100204
Emirates Management Services Corp,111192842,UAE University Building,Abu Dhabi,971-2-7135039,http://www.khadamatuae.ae,,,high=76,Emirates Engineering Services LLC,1561008,3481880
Pivot Engineering & General Contracting,111088232,Al Wahda Commercial Tower,Abu Dhabi,971-2-6947999,http://www.pivot.ae/,,,high=92,Pivot Engineering & General Contracting Co WLL,1442347,29598
Oger Abu Dhabi LLC,123167644,Al Sahel Towes Mezzanine Floor Khalidiya,Abu Dhabi,971-2-635-9777,,,,low=45,Saudi Oger Emirates Limited LLC,343347,549065
Al Geemi and Partners Contracting Company L.L.C.,42385761,PO Box 2877,Abu Dhabi,971-02 6328438,http://www.algeemi.com,,,low=48,algeemi contracting,781151,537674
Emirates Management Assistance Company EMASCO,48609244,PO Box 94,Abu Dhabi,971-02 6673535,http://www.alhamed.com/emascoinfo.htm,,,low=68,Emirates Insurance Company P.S.C,980350,3035713
Khalidia International Group Of Companies Llc,126194818,Po Box 46446,Abu Dhabi,6810000,,,,not matched=0,,,
Al Aqeel Spare Parts,96740618,PO Box 70506,Abu Dhabi,971-02 4456568,,,,low=50,Malta Auto Parts,1491125,3456909
Agility Abu Dhabi PJSC,111087940,PO Box 93971,Abu Dhabi,971-2-5099599,http://mubadala.ae,,,low=42,Agility Global Integrated Logistics,1494112,3473218
Denholm Yam,139493552,,Abu Dhabi,971-2-659-3333,,,,low=24,Taryam American Private School,1698978,3503675
Tourism Development & Investment Company P.J.S.C,122874194,Po Box 126888,Abu Dhabi,4061400,,3582252900.0,,high=85,Tourism Development and Investment Company (TDIC),1528405,3383678
Atlas Medical,113814835,Al Masaood Towers,Abu Dhabi,97126217732,http://www.atlasmedical-uae.com,,,medium=72,Nova Medical,1484745,3452176
Al Tamimi and Co.,42386093,PO Box 44046,Abu Dhabi,971-02 6744535,http://www.tamimi.com,,,not matched=0,,,
GAC MARINE L.L.C.,42385890,PO Box 8101,Abu Dhabi,971-25014900,http://www.gac.com/marine,,,low=36,Blue Marine Computers L.L.C,1619665,3494492
Jenan Hotels and Resorts,111088142,P.O. Box 869,Abu Dhabi,971-2-6211661,http://www.jinanhotelsandresorts.com,,,not matched=0,,,
Abu Dhabi Airports Company,111192669,Abu Dhabi Airports Company Building,Abu Dhabi,971-2-5055000,http://www.adac.ae/,,,high=88,ADAC (Abu Dhabi Airports Company),964643,3035547
Warid Telecom International LLC,134213417,"NA02, Khalifa Bin Zayed Street,",Abu Dhabi,971-2-6266406,http://www.waridtel.com,,,high=75,Dhabi group (Warid Telecom International),269625,64049
Abdul Azeez Yousuf Electronics,96740620,PO Box 25346,Abu Dhabi,971-02 6327059,,,,low=51,Hayat Electronics,1580016,31859
Royal Group Property Management,125228684,"Salam Street,",Abu Dhabi,971-2-8111111,http://www.royalgroupuae.com,,,low=55,Royal Green Flowers and Plants LLC,1736308,3510647
Allied Projects (Overseas) Ltd.,42385765,"PO Box 4543, Khalifa Bin Zayed St.",Abu Dhabi,971-02 6265679,,,,low=60,PLM Overseas Ltd,311034,86138
Pannell Kerr Forster,120010525,Blue Tower Bldg,Abu Dhabi,,http://www.pkfuae.com,,,not matched=0,,,
Habib Bank Limited,92461058,Skh.Saeed Bin Mohammed Alnahyan Bldg,Abu Dhabi,,http://www.habibbank.com,,,low=51,Bin Shabib and Associates,1458582,3430877
Cargotec (ARE) GULF WLL,125218606,Plot No 50 Shop Nos 12 & 13 M-9 Mussafah Industrial Area n a,Abu Dhabi,971-25541690,,,,low=37,Xervon Gulf LLC,1590359,80255
Citibank N.A. - Abu Dhabi,42385831,PO Box 999,Abu Dhabi,971-02 6982304,http://online.citibank.com/US/,,,not matched=0,,,
Ducont LLC,48261557,PO Box 500073,Dubai,971-43913000,http://www.ducont.ae,,,not matched=0,,,
Finance House P.J.S.C.,51457805,PO Box 7878,Abu Dhabi,971-2-6194000,http://www.financehouse.ae,310260010.0,,medium=74,Finance House,1438146,28694
Emirates CMS Power Company PJSC,107923708,Taweelah A2 IWPP,Abu Dhabi,971-2-6780848,http://www.adwea.ae,,,medium=70,Emirates Insurance Company P.S.C,980350,3035713
Bin Salem Group LLC,111192752,"khalidiya,",Abu Dhabi,971-2-4122222,http://binsalem.ae,,,high=78,Bin Salmeen Group,1484068,3450645
National Takaful Co PJSC,125093243,PO Box 6457,Abu Dhabi,971-2-6138888,http://www.watania.ae,113581000.0,,medium=74,National Takaful Company PSC - Watania,1460711,3432841
National Bank of Umm Al Qaiwain,124752784,NBQ Building King Faisal Street Near Sh Zayed Mosque 1st Floor,Abu Dhabi,971-67066666,http://www.nbq.ae,129134200.0,,low=30,Northrop Grumman Electronic Systems,894244,63783
Abu Dhabi Terminals PJSC,125714867,PO Box 422,Abu Dhabi,971-02 6730600,http://www.adterminals.ae,,,high=88,Abu Dhabi Terminals,1557042,3373541
Maximus Air LLC,111088182,Maximus Air Building,Abu Dhabi,971-2-4474900,http://www.maximus.aero/,,,low=69,Maximus AIR CARGO,287823,83034
Business Enterprises Services,98191437,PO Box 30514,Abu Dhabi,971-02 6420520,http://www.bes.ae,,,high=91,Business Enterprises Services (BES),226570,309749
Travelex Emirates LLC.,137782415,Sheikh Ahmed bin Hamid Al Hamid Building Sheikh Zayed I Street,Abu Dhabi,971-25759660,http://www.travelexae.com,,,medium=70,PF Emirates LLC,1484074,3034701
Hard Walls Cafe and Restaurant,48609241,"PO Box 43695, Marina Mall",Abu Dhabi,971-02 6814200,http://www.adcecogroup.com/associates/hardwalls.htm,,,low=68,Jar Al Qamar Restaurant,1743856,3514062
Al Mazroui Engineering Company Llc,123284550,Po Box 97,Abu Dhabi,6724422,,200000000.0,,low=56,Al Mazroui Group,1440796,104464
Al Ghaith Holding Company PJSC,111192716,P.O. Box 32323,Abu Dhabi,971-2-6262525,,,,low=49,Al Ghaith Oilfield Supplies,489549,306854
Multi Chemical Establishment,111088203,AL MUSAFAH AREA,Abu Dhabi,971-2-5588000,http://www.alhamid-group.com,,,low=45,Multiply Marketing Consultancy,1479071,549273
Fortune Super Equity Management LLC,111088083,Saeed Bin Saif Al Nahyan Building,Abu Dhabi,971-2-6817777,http://www.fortune-management.com,,,low=69,Demar Property Management LLC,1417278,1306745
Cristal Hotels and Resorts,113824979,PO Box 72898,Abu Dhabi,971-02 6520000,http://www.cristalhotelsandresorts.com,,,not matched=0,,,
Abu Dhabi Investment House PJSC,107923723,"Corniche Road,  106699",Abu Dhabi,971-2-6811233,,,,not matched=0,,,
Fugro Global Environmental and Ocean Sciences,48609214,PO Box 43088,Abu Dhabi,971-2 5545101,http://www.geos.com,,,low=62,Veolia Environmental Services,1204599,3373312
Abu Dhabi National Oil Company for Distribution,123860299,,Abu Dhabi,971-26771300,http://www.adnoc-dist.com.ae,,,low=64,Abu Dhabi Company for Onshore Oil Operations,11279,26680
Cegelec Abu Dhabi,123157944,Al Ain Ahlia Insurance Building 2nd Floor,Abu Dhabi,971-2-403-0600,,,,high=100,Cegelec Abu Dhabi,209929,27805
Cadelta Group,121414676,Minafree Port Area Minazayad,Abu Dhabi,971-6732111,,,,not matched=0,,,
Barclays Bank PLC - Abu Dhabi,42385804,PO Box 1891,Abu Dhabi,971-02 4958555,http://www.barclays.ae,,,not matched=0,,,
Germanischer Lloyd Se - Abu Dhabi,92460994,Po Box 36941,Abu Dhabi,24439870,http://www.gl-group.com,,,medium=71,Germanischer Lloyd,1056617,1311915
Dewan Architects and Engineers,111088031,"Villa B21, Marina Village,",Abu Dhabi,971-2-6655599,http://www.dewan-architects.com,,,not matched=0,,,
Emirate Safety Services LLC,111192642,Salem Almehairaby Building,Abu Dhabi,971-5-06340812,http://www.emisafe.ae,,,medium=73,Emirates Engineering Services LLC,1561008,3481880
Matajer LLC,111088178,"NA02, Al Nasr Street,",Abu Dhabi,971-2-4476678,http://www.matajer.ae/,,,high=78,Matajer,878192,555424
Al Brooge Shares And Bonds Co WLL,111192890,Al Sayegh Tower,Abu Dhabi,971-2-6333116,http://www.brooge.com,,,low=64,Al Wathba Shares and Bonds Center,1595503,3444390
Al Qudra Holding PJSC,98487042,Meena Towers,Abu Dhabi,971-2-6992222,http://www.alqudraholding.ae,,,high=84,Al Qudra Holdings,1483866,80493
Dussmann Gulf LLC,137782470,AL Najda St,Abu Dhabi,971-2-4433120,,,,high=87,Dussmann Gulf,1430546,216384
Enerflex MENA Ltd,138933939,Al Gaith Tower Airport Road 14 Floor,Abu Dhabi,971-2-443-0015,,,,low=39,The Crewing Company MENA,1733870,3509072
ADCB Finance (Cayman) Limited,121396501,Al Salam St,Abu Dhabi,971-26962222,,,,low=53,Al Wifaq Finance Company,883890,557874
CAPM Investment PJSC,111088001,P.O.Box 105447,Abu Dhabi,971-2-6194661,http://www.capminv.com,,,not matched=0,,,
Abu Dhabi National Properties LLC,125643599,Muroor Road Street 4 Opposite Madinat Zayed Shopping Centre,Abu Dhabi,971-2-659-4888,http://www.nbad.com/investment/adnp/,,,not matched=0,,,
Al Fardan Exchange,48584054,"PO Box 498, Liwa St.",Abu Dhabi,971-02 6223222,http://www.alfardanexchange.com,,,not matched=0,,,
Hobas Gulf Pipe Factory L.L.C.,48584005,PO Box 46231,Abu Dhabi,971-02 5826288,http://www.hobas.com,,,low=63,Gulf Prefab Houses Factory LLC,1527038,26000
Halliburton KBR,42385916,"PO Box 57, 11th Fl. Lulu Centre",Abu Dhabi,971-02 6442212,http://www.halliburton.com,,,not matched=0,,,
Standard Chartered Bank - Abu Dhabi,42386085,PO Box 240,Abu Dhabi,971-02 6777400,http://www.standardchartered.ae,,,low=68,Standard Chartered,1004698,233476
Tüv Süd Middle East Llc,92461545,Po Box 45117,Abu Dhabi,26767600,http://www.tuvusudme.com,,,not matched=0,,,
National Health Insurance Co,104248334,"Airport Road,",Abu Dhabi,971-2-6149555,http://www.damanhealth.ae,,,high=84,Daman National Health Insurance Company,310588,81473
SEG Middle East LLC,111088263,P.O. Box 42278,Abu Dhabi,971-2-5549544,,,,low=55,SEG Emirates Contracting LLC,1224000,3032641
UAE Exchange Centre LLC,111192659,Al Sayegh Center,Abu Dhabi,971-2-6105555,http://www.uaeexchange.com/,,,low=54,Epta UAE Technical Services L.L.C,1575440,3484741
National Central Air Condition Company - P S C - Abu Dhabi,123262655,Po Box 29478,Abu Dhabi,6455007,,1128738000.0,,low=55,"Tabreed, National Central Cooling Co. (PJSC)",506599,62846
Mashreqbank P.S.C - Mashreq Al Islami Division,121405034,Ground Floor Blue Tower Khalifa Street,Abu Dhabi,971-4-424-4411,http://www.mashreqalislami.com,,,low=39,General Authority of Islamic Affairs,902595,613514
PAL Technology Services LLC,111088222,"2nd Floor, Royal Group Building",Abu Dhabi,971-2-6428777,http://www.paltechnology.com/,,,low=53,PAL Group of Companies LLC,1385948,1250487
Spectrum Light Block LLC,111088280,ICAD 1 Mussafah,Abu Dhabi,971-2-5500702,http://slb-uae.com/,,,low=52,Derma Light Center,1570522,3488805
Al Tamouh Investments Company LLC,111192806,"6th Floor, East Wing Tower,, P.O. Box 10",Abu Dhabi,971-2-6442218,,,,not matched=0,,,
Arab German International Broker  Finance Brokers Llc,120012190,Po Box 4475,Abu Dhabi,6518888,http://www.agib.ae,,,low=66,General International Insurance Brokers Company,76748,23913
The Housing Bank For Trade & Finance - (Representative Office) - Abu Dhabi,120010945,Shk.Khalifa Bin Zayed Street,Abu Dhabi,,http://www.hbtf.com,,,low=65,The Housing Bank for Trade & Finance - HBTF,1406135,1256152
Campenon Bernard Sge - Abu Dhabi,92460877,Blue Tower Bldg,Abu Dhabi,26264370,http://www.vinci.net,,,not matched=0,,,
MENACORP,100971477,PO Box 108377,Abu Dhabi,971-2 6271215,http://www.wafafs.com,,,not matched=0,,,
Austin-Smith:Lord Abu Dhabi,125630991,Al Nasr Street Qasr Al Hosn Cultural Quarter,Abu Dhabi,971-2-631-7072,http://www.austinsmithlord.com,,,not matched=0,,,
Cemex Super Mix L L C,92461535,Pobox:72071Abudhabi,Abu Dhabi,25515501,http://www.cemex.com,,,low=46,Super Sign Company,422901,101096
Higher Corporation for Specialized Econ.,111088111,P.O.Box: 36000,Abu Dhabi,971-2-5500000,http://www.zonescorp.com,,,medium=73,Zonecorp - Higher Corporation for Special Economic Zones,164368,27615
Al Marjan Geoservices LLC,111192772,Z14 P19 Abu Dhabi Municipality Building,Abu Dhabi,971-2-5553388,http://www.alfahim.com,,,not matched=0,,,
Enviromena Power Systems LLC,111088062,"SAF Block 5, Opp, Presidential Flight",Abu Dhabi,971-2-6353213,http://www.enviromena.com,,,high=92,Enviromena Power Systems,1491664,543874
Emirates Crown Lube Company Ltd,111192755,P.O.Box 9200,Abu Dhabi,971-2-5542444,http://www.emicrown.com/,,,low=69,Emirates Driving Company,1091351,3123271
Danway Fusion Glass LLC,111192862,P.O. Box 105638,Abu Dhabi,971-2-5501665,http://www.danway.ae/,,,low=57,Emirates Float Glass L.L.C,644450,535577
Patchi L.L.C.,126967640,PO Box 35497,Abu Dhabi,971-02 6666748,http://www.patchi.com,,,not matched=0,,,
Bin Hamoodah Automotives L.L.C.,127979943,PO Box 203,Abu Dhabi,971-02 4448888,http://www.binhamoodahauto.com,,,medium=71,Bin Hamoodah Auto,934841,223356
Emsons L L C,92461486,Po Box 321,Abu Dhabi,26731660,http://www.emsons.com,,,not matched=0,,,
Emirates EMI,50835922,PO Box 42802,Abu Dhabi,971-02 6713500,http://www.alhamed.com,,,low=69,Emirates Dates,222769,26897
Abu Dhabi Finance PJSC,107377819,Abu Dhabi Finance Building,Abu Dhabi,971-2-4018555,http://www.adf.ae,,,low=57,Al Wifaq Finance Company,883890,557874
Al Rayan Investment PJSC,111192856,Crossing of Al Khaleej Al Arabi Road,Abu Dhabi,971-2-6666332,http://www.alrayan.ae,,,not matched=0,,,
Dragomar International AG,42385858,PO Box 27297,Abu Dhabi,971-02 6327600,,,,not matched=0,,,
Target Engineering Construction Company L L C,120010749,Po Box 960,Abu Dhabi,26714700,http://www.target.ae,387000000.0,,low=42,Target Electrical,266822,80512
SHUAA Securities LLC,121406073,Corniche Road Abu Dhabi National Islamic Finance Building,Abu Dhabi,971-24090700,http://www.shuaasecurities.com,,,not matched=0,,,
Menacorp Financial Services L.L.C.,126967659,PO Box 108377,Abu Dhabi,971-02 6271215,http://www.menacorpfinance.com,,,medium=70,Makaseb Financial Services,338196,84584
Future Pipe Industries Group Ltd.,127668768,,Abu Dhabi,971-2-627-0008,http://www.futurepipe.com,,,low=55,RAF OIL Industries LLC,1685553,3509662
Abu Dhabi National Carpet Factory,98191431,PO Box 30085,Abu Dhabi,971-02 5515100,http://www.adnc.ae,,,high=83,Abu Dhabi Carpets Factory,1402452,3398964
Max Rock LLC,120029369,"Ali & Sons Building,",Abu Dhabi,971-2-6713993,http://www.maxrock.ae,,,high=92,Max Rock L.L.C,738252,220707
Detecon International Gmbh - Abu Dhabi,120011361,Tourist Club,Abu Dhabi,,http://www.detecon.com,,,medium=71,Detecon International,1493870,3458738
Lufthansa German Airlines,92461166,Al Dhafra Street,Abu Dhabi,,http://www.uae.lufthansa.com,,,low=51,Midex Airlines,843951,608993
Group 3 Engineers and Contractors,92500571,PO Box 4390,Abu Dhabi,971-2 6222760,http://www.adcecogroup.com,,,high=100,Group 3 Engineers and Contractors,653699,93808
Zawaya Decor L.L.C.,92500585,PO Box 47780,Abu Dhabi,971-02 6270327,http://www.adcecogroup.com,,,low=56,Samaya Decoration,271722,64891
Al Rumaithy General Trading Establishment,42751316,PO Box 4356,Abu Dhabi,971-02 6724472,http://www.alrumaithy.com,,,low=48,Al Rumaithy Group,1381246,64437
Al Ramz Securities LLC,137784416,"Sky Tower, 22nd Floor, Al Reem Street,",Abu Dhabi,971-2-6262626,http://en.alramz.ae,,,low=54,Al Ramz Capital,334796,28352
Central Bank Of The United Arab Emirates,98460543,Po Box 854,Abu Dhabi,26652220,http://www.centralbank.ae,4533000000.0,,low=69,"Presidential Flight, United Arab Emirates",1613757,25393
Abu Dhabi Transmission & Despatch Company,92461558,,Abu Dhabi,971-2-4164000,http://www.transco.ae,,,high=81,Abu Dhabi Transmission & Despatch Co. ( TRANSCO),49997,27104
Mitsubishi Heavy Industries Limited,92461190,Po Box 912,Abu Dhabi,26447373,http://www.mitsubishicorp.com,,,low=56,Abu Dhabi Gas Industries Ltd (Gasco),1644260,23841
National Bank of Ras Al Khaimah PSC - Abu Dhabi,138505729,"PO Box 2289, Hamdan St.",Abu Dhabi,971-02 6448227,,,,low=52,American University of Ras Al Khaimah,1179003,3335977
Associated Construction & Trading Group,126201412,Po Box 526,Abu Dhabi,26678888,,,,low=56,Associated Insurance Consultants,798451,564403
National Horticultural Co.,43523278,"PO Box 43832, Mezzanine Fl., Falcon Tours Bldg., Khalidiya",Abu Dhabi,971-03 7347373,http://www.alhamed.com/NHC.htm,,,not matched=0,,,
United Eastern Group LLC,92461055,"Liberty Tower, 4th Floor,",Abu Dhabi,971-2-6272737,http://www.ueg.ae,,,high=91,United Eastern Group,8715,89378
Paris-Sorbonne University Abu Dhabi,125228686,Paris-Sorbonne University Abu Dhabi,Abu Dhabi,971-2-6569555,http://www.sorbonne.ae,,,not matched=0,,,
Al Mirfa Power Company,92461561,,Abu Dhabi,971-2-8952200,http://www.ampc.ae,,,medium=73,Taweelah Asia Power Company,316937,57097
Al Khazna Insurance Company - Al Mussafah Light Vehicle,123860285,,Abu Dhabi,971-25544561,,,,low=63,Al Khazna Insurance Company P.S.C.,1339242,3034857
AJECOBOND - Al Jaber Aluminium Composite LLC,123332898,,Abu Dhabi,971-2-5501777,,,,low=54,Al Fanous Al Fadhi Glass and Aluminium Cont. LLC,1425102,3420487
Ian Banham & Associates- Consulting Engineers,121405667,PO Box 2853,Abu Dhabi,971-24439961,http://www.ianbanham.com,,,low=51,Dhabian security Consultancy services,10279,27627
Transport Telematic Systems LLC,137383486,Al Nasr Street,Abu Dhabi,971-2-633-2564,,,,low=62,Injazat Data Systems LLC,500650,3515257
Waagner-Biro Emirates Contracting L.L.C.,139494106,8th floor Office no 083 United Arab Bank Building Khalifa Street,Abu Dhabi,971-2-6260416,,,,not matched=0,,,
KazStroyService Middle East,138777838,302 Al Otaiba Building Airport Road,Abu Dhabi,971-2-622-75-66,,,,not matched=0,,,
Bin Hamoodah Properties L.L.C.,127979944,PO Box 203,Abu Dhabi,971-2 6176781,http://www.binhamoodahproperties.ae,,,low=67,Bin Hamoodah Group,1636804,3425582
Fugro Middle East B.V.,48609213,PO Box 4447,Abu Dhabi,971-02 5542891,http://www.fugrome.com,,,low=64,Fugro Survey Middle East LTD (ADH),977543,1311921
Contax Partners,92507438,"P/1057, Muroor Street",Abu Dhabi,97126222966,http://www.contaxpartners.com,,,not matched=0,,,
Abu Dhabi National Hotels Company - Compass Middle East - L L C,92461403,Po Box 46806,Abu Dhabi,24447228,http://www.adnh.com,,,low=69,Abu Dhabi National Hotels Company,161819,26632
International Capital Trading,113815100,Villas B9 - B13,Abu Dhabi,971-2-6525555,http://www.ict.ae/,,,low=53,The Investor Capital,319234,87571
Idemitsu Kosan Company Limited,92461632,Khalaf Alotaiba Bldg,Abu Dhabi,26334740,http://www.idemitsu.co.jp,,,not matched=0,,,
Anadrill International,92460700,P.O. Box 21,Abu Dhabi,25554824,http://www.slb.com,,,not matched=0,,,
Enviromena Power Systems,107923719,Masdar City SAF Block 5,Abu Dhabi,97126353213,http://www.enviromena.com,,,high=100,Enviromena Power Systems,1491664,543874
Abu Dhabi National Islamique Financ PJSC,111192885,Golden Beach Tower Building,Abu Dhabi,971-2-4104444,http://www.adnif.ae/,,,low=44,Arab Trade Financing Program,414099,100204
Falcon Private Financial Advisory LLC.,139496992,Das Tower Suite 1802 Khalidiyah Corniche Road,Abu Dhabi,971-2-222-6655,,,,low=56,Falcon Scaffolding Factory L.L.C.,1092297,216460
Emirates Aluminium,111192661,Emirates Aluminium Complex,Abu Dhabi,971-2-5092222,http://www.emal.ae/,,,high=100,Emirates Aluminium,588100,537973
Al Khazna Insurance Company - Abu Dhabi Traffic,123784239,Najda Street,Abu Dhabi,971-24493497,http://www.alkhazna.com/medical/medauhph.htm,,,low=69,Al Khazna Insurance Company P.S.C.,1339242,3034857
Al Jaber Iron & Steel Foundry LLC,139493415,,Abu Dhabi,971-2-5541524,,,,low=63,Al Jaber Group LLC,21232,89867
Mechanical & Civil Engineering Contractors Ltd,120011176,Po Box 2307,Abu Dhabi,26666462,http://www.macecontractors.com,,,low=61,Mace Contractors Ltd,937844,3032982
International Bechtel Company Ltd.,42385935,PO Box 2661,Abu Dhabi,971-02 6998400,http://www.bechtel.com,,,not matched=0,,,
AL AHLIA MONEY EXCHANGE BUREAU,111192896,Omeir Bin Yousuf Building,Abu Dhabi,971-2-6229666,http://www.ahaliaexchange.com,,,low=21,AlDar Copy Bureau,1537170,3476385
Tek Signals,48584163,PO Box 47520,Abu Dhabi,971-2 6272701,http://www.teksignals.com,,,low=59,Tek Signals SAL (Offshore),1522056,57650
Gulf Oil and Gas,48584164,PO Box 7539,Abu Dhabi,971-2 6393848,http://www.gogas-me.com,,,low=65,Emirates Global Oil and Gas,1534767,3475532
Abu Dhabi Gas Development Co. Ltd.,123114706,,Abu Dhabi,971-2-654-2222,http://www.alhosngas.com,,,low=69,Abu Dhabi Fund for Development,1235848,238416
Sheikh Khalifa Medical City,107923712,P.O. Box 51900,Abu Dhabi,9728190000,http://www.skmc.ae,,,low=61,Swedish Medical Centre,1578651,3484565
Capital Investment LLC,111088000,PO Box 35666,Abu Dhabi,971-2-6523999,http://www.capitalinvestment.ae/,,,low=53,Capital Health Screening Center,1469870,3441596
Caracal International LLC,111088002,Tawazun Industrial Park Ajban,Abu Dhabi,971-2-4927111,,,,high=91,Caracal International,1745273,3475354
Mott MacDonald Limited - Abu Dhabi,42385996,"Al Hashmi Twr., Airport Rd.",Abu Dhabi,971-02 4120200,http://www.mottmac.com,,,low=57,Mott MacDonalds,242124,29665
Mubadala Petroleum LLC,123227546,Sowwah Square Al Maryah Island Al Maqam Tower 27 28 & 29 Floor,Abu Dhabi,971-2-818-6000,http://www.mubadalapetroleum.com,,,low=54,Mubadala GE Capital,1547853,3457583
Danzas Abu Dhabi LLC,125631266,Mezzanine Fl Mafco Bldg Muroor E Rd,Abu Dhabi,971-2-4452788,,,,not matched=0,,,
Mubadala Infrastructure Partners Ltd,120029354,ADNIC Building,Abu Dhabi,971-2-4174200,http://www.mip.ae,,,low=58,INCON Infrastructure Contracting LLC,1561412,3482090
Al Qudra Real Estate LLC,111192633,P.O.Box 48111,Abu Dhabi,971-2-6992222,http://www.alqudrare.ae/,,,low=68,Al Qudra Health Care,817603,566523
Abu Dhabi Sewerage Services Co - PJSC,111192692,"Sky tower,  108801 Reem Island",Abu Dhabi,971-2-6962694,http://www.adssc.ae,,,high=84,Abu Dhabi Sewerage Services,412149,95996
Ajmal Khan Mohammad Music Centre L L C,126201410,Po Box 8227,Abu Dhabi,4444333,,986299.99,,low=38,Abu Dhabi Music & Arts Foundation - ADMAF,1336242,264326
Al Ahli Bank of Kuwait KSC - Abu Dhabi,123762052,PO Box 7941,Abu Dhabi,971-02 4015111,http://abk.eahli.com/abk,,,low=43,Al Ahli General Trading,477899,215672
Gulf International Bank BSC,42385909,"PO Box 27051, Arab Monetary Fund Bldg., Corniche Rd.",Abu Dhabi,971-02 6214747,http://www.gib.com,,,low=69,Gulf International Private Academy,1581189,3489180
Al Farida Investments,111192839,P.O. Box 11,Abu Dhabi,971-2-6675599,http://www.alfaridainvst.com,,,high=100,Al Farida Investments,637250,226301
Al Wathba Marionnet L L C,111192838,41522,Abu Dhabi,971-2-6661522,http://www.awm-datepalm.com/,,,low=62,Al Wathba National Insurance Co. PSC,1577458,3029047
